,index,player,x,y,endx,endy,team,outcome,minute,beginning,end,progressive
257,405,Jordi Alba,55.1,93.2,56.6,81.7,65,Successful,39,83.91811485013234,75.88445163536467,False
258,406,Memphis Depay,55.7,86.3,51.8,90.8,65,Successful,39,79.23496702845279,85.04046095829915,False
259,407,Jordi Alba,51.7,90.3,39.3,73.9,65,Successful,39,84.82322795083903,87.5311373169571,False
260,408,Gerard Piqué,44.0,61.1,36.6,30.7,65,Successful,39,78.87464738431481,83.91692320384489,False
261,409,Eric García,35.7,30.7,44.3,43.7,65,Successful,39,84.81143790786712,75.79036878126402,False
262,410,Eric García,40.7,40.3,38.7,57.6,65,Successful,39,79.3005674632912,83.18323148327431,False
263,411,Gerard Piqué,38.3,58.7,45.4,86.9,65,Successful,39,83.81276752380869,88.11793234069896,False
264,412,Jordi Alba,45.4,87.4,63.6,73.5,65,Successful,39,88.38506661195657,65.59885669735411,True
265,413,Martin Braithwaite,56.9,75.3,43.4,43.4,65,Successful,39,72.30283535242584,76.67541979017787,False
266,414,Eric García,46.1,41.2,46.0,63.7,65,Successful,39,73.9097422536434,77.70257395994035,False
267,415,Gerard Piqué,46.1,63.7,63.8,63.1,65,Unsuccessful,39,77.6073450132138,60.762241564971916,False
268,422,Pedri,19.2,43.6,23.0,27.6,65,Successful,40,100.86426522807767,97.78936547498404,False
269,423,Jordi Alba,23.3,27.1,23.9,35.2,65,Successful,40,97.55665020899396,96.21980045707848,False
270,424,Antoine Griezmann,24.2,34.9,38.0,27.0,65,Successful,40,95.93565551972843,83.02409288875127,False
271,425,Jordi Alba,40.6,26.2,51.8,42.1,65,Unsuccessful,40,80.5903219996049,68.23232371830818,False
272,430,Martin Braithwaite,26.6,41.2,23.6,31.6,65,Successful,40,93.40770846134703,96.7652830306407,False
273,431,Eric García,23.6,31.6,6.9,42.1,65,Successful,40,96.7652830306407,113.11949434116119,False
274,432,Neto,6.6,39.8,57.2,22.7,65,Unsuccessful,41,113.40017636670589,65.13931224690663,True
275,434,Sergiño Dest,35.7,0.0,43.0,5.0,65,Successful,41,93.3085740969178,84.581321815162,False
276,437,Sergiño Dest,27.3,0.0,12.1,7.1,65,Successful,41,100.96182446845937,112.80434388799041,False
277,438,Eric García,12.2,10.3,6.9,46.9,65,Successful,41,111.81650146557081,113.31028196946647,False
278,439,Neto,10.9,46.9,55.8,84.1,65,Successful,41,109.31797656378387,77.88741875296677,True
279,440,Martin Braithwaite,55.9,84.2,67.5,87.7,65,Unsuccessful,41,77.86173643067562,70.933348997492,False
280,441,Jordi Alba,75.9,100.0,59.5,96.0,65,Successful,42,74.4634809822909,82.43937166184614,False
281,442,Pedri,59.2,95.0,44.1,82.0,65,Successful,42,81.98560849319836,86.7456627157808,False
282,443,Gerard Piqué,42.8,79.1,43.4,46.9,65,Successful,42,86.53698631221219,76.91014237407182,False
283,444,Eric García,43.7,45.4,46.5,19.1,65,Successful,42,76.49084912589217,76.41374221957723,False
284,445,Sergiño Dest,45.6,23.0,37.7,54.2,65,Successful,42,76.31749471779062,83.51604636236081,False
285,446,Gerard Piqué,38.3,56.9,37.5,37.7,65,Successful,42,83.42961105027399,82.53205437888965,False
286,447,Eric García,37.4,38.0,34.8,56.9,65,Successful,42,82.62420952723238,86.85994473864234,False
287,448,Gerard Piqué,34.8,57.5,32.5,36.6,65,Successful,42,86.97867554751568,87.56603222711419,False
288,449,Eric García,31.3,40.1,12.2,51.3,65,Successful,42,88.70005636976789,108.3906361269275,False
289,450,Neto,13.0,50.3,52.8,6.1,65,Successful,42,107.49460451576162,75.26652642443386,True
290,453,Sergio Busquets,51.7,40.0,56.1,33.0,65,Successful,43,68.3,64.28226816160114,False
291,454,Frenkie de Jong,66.1,31.3,78.7,17.9,65,Successful,43,54.59761899570347,46.8412211625615,False
292,455,Martin Braithwaite,86.5,18.5,95.7,45.8,65,Unsuccessful,43,39.805778474990284,24.982593940581907,True
293,456,Memphis Depay,81.2,23.7,81.8,47.3,65,Unsuccessful,44,42.08479535414185,38.89125865795552,False
294,465,Sergiño Dest,18.7,0.0,33.3,4.7,65,Unsuccessful,45,108.91138599797543,93.6107899763697,False
295,469,Sergiño Dest,36.7,0.0,47.3,9.8,65,Successful,46,92.40611451630244,78.72312239742527,False
296,475,Frenkie de Jong,88.0,15.1,94.0,55.7,65,Successful,46,40.54639318114498,30.37252047492931,True
297,480,Gerard Piqué,23.7,39.2,4.9,45.8,65,Successful,48,96.3033228917881,115.24604114675695,False
298,487,Eric García,45.0,20.6,58.0,29.7,65,Successful,45,77.46844518899292,62.84974144735999,False
299,488,Pedri,58.0,29.7,50.8,32.7,65,Successful,45,62.84974144735999,69.58397804092549,False
300,489,Sergio Busquets,51.6,33.6,43.8,64.2,65,Successful,45,68.69876272539412,79.9504846764546,False
301,490,Jordi Alba,44.0,64.8,36.2,38.9,65,Successful,45,79.94398038626798,83.80721925944088,False
302,491,Gerard Piqué,36.2,38.9,37.6,24.7,65,Successful,45,83.80721925944088,83.80841246557533,False
303,492,Eric García,36.6,20.7,41.0,31.0,65,Successful,45,85.60403027895357,79.51100552753688,False
304,493,Sergio Busquets,41.0,31.0,5.2,44.2,65,Successful,45,79.51100552753688,114.87680357670123,False
305,494,Neto,8.3,44.2,19.2,91.5,65,Successful,45,111.77893361452327,113.1940369454151,False
306,495,Jordi Alba,21.8,94.1,47.7,70.8,65,Successful,45,112.11623432848607,78.5870854530183,True
307,496,Gerard Piqué,46.8,68.2,56.7,70.2,65,Successful,45,78.44412023854943,70.1350839451982,False
308,497,Memphis Depay,56.5,69.4,42.5,69.6,65,Successful,45,69.97578152475327,82.96029170633382,False
309,498,Gerard Piqué,41.3,69.7,15.1,47.6,65,Successful,46,84.11765569724349,105.17494948893487,False
310,499,Neto,15.6,50.1,46.7,66.7,65,Successful,46,104.88741583240575,78.0114094219557,True
311,500,Martin Braithwaite,49.1,91.8,39.5,89.6,65,Successful,46,87.80689039021938,94.5537413326411,False
312,501,Eric García,34.0,20.0,12.8,41.2,65,Successful,47,88.29496021857646,107.20671620752125,False
313,502,Neto,11.8,44.0,18.9,89.9,65,Successful,47,108.2739119086403,112.74404640600761,False
314,503,Jordi Alba,19.7,90.2,34.1,96.8,65,Successful,47,112.16117866713064,102.98082345757389,False
315,513,Sergiño Dest,25.1,26.8,24.5,12.5,65,Successful,48,95.81362116108544,99.38058160425507,False
316,526,Pedri,40.1,59.3,36.0,65.7,65,Successful,48,82.19793184746196,87.84355411753329,False
317,527,Martin Braithwaite,33.8,60.9,31.0,53.9,65,Successful,48,88.69751969474682,90.07890985130759,False
318,528,Gerard Piqué,30.1,53.4,6.0,50.7,65,Successful,48,90.89317906201764,114.50104803013814,False
319,529,Neto,5.0,50.9,24.5,54.0,65,Successful,48,115.51541022738049,96.52072316347407,False
320,530,Sergio Busquets,24.5,54.0,11.1,23.9,65,Successful,48,96.52072316347407,110.08369543215744,False
321,531,Eric García,14.3,19.7,3.3,44.9,65,Successful,49,107.63168678414364,116.80282530829467,False
322,532,Neto,3.5,46.9,28.0,70.2,65,Successful,49,116.70415588144238,96.82995404315754,False
323,533,Pedri,28.1,72.3,32.7,96.9,65,Successful,49,97.41098500682558,104.20604588986188,False
324,534,Jordi Alba,45.1,82.9,46.9,62.9,65,Successful,49,86.31581546854552,76.60300255211932,False
325,535,Memphis Depay,46.4,59.9,57.6,46.4,65,Successful,49,76.24283572900472,62.727346508520505,False
326,536,Frenkie de Jong,57.6,46.4,69.6,53.9,65,Successful,49,62.727346508520505,52.281641137209924,False
327,545,Gerard Piqué,47.3,4.9,59.4,2.9,65,Successful,50,80.7297962341043,71.05469724092842,False
328,550,Jordi Alba,2.3,86.0,3.9,86.2,65,Unsuccessful,51,126.36965616792665,124.95459175236418,False
329,551,Jordi Alba,14.0,100.0,24.3,96.2,65,Unsuccessful,51,121.8031198286809,110.98166515240254,False
330,553,Jordi Alba,23.1,95.6,24.3,95.0,65,Unsuccessful,51,111.71826171221963,110.3788476113064,False
331,554,Jordi Alba,20.2,96.6,27.1,89.3,65,Successful,51,114.73273290565338,105.17081344175294,False
332,559,Jordi Alba,12.0,78.5,20.2,75.7,65,Unsuccessful,52,114.65709746893124,105.99306581092934,False
333,562,Neto,4.7,49.3,4.6,55.7,65,Successful,52,115.67445699029669,116.46308427995542,False
334,563,Gerard Piqué,4.6,55.7,3.4,49.9,65,Successful,52,116.46308427995542,117.01952828481235,False
335,564,Neto,7.2,50.1,51.7,100.0,65,Unsuccessful,52,113.25126930856007,90.91144042418424,False
336,569,Neto,4.7,48.5,8.3,57.3,65,Successful,53,115.61288855486659,113.03176544670971,False
337,570,Gerard Piqué,14.7,53.1,39.6,56.6,65,Successful,53,106.11173356420109,82.09579770000411,False
338,571,Memphis Depay,39.6,56.6,47.0,29.4,65,Unsuccessful,53,82.09579770000411,73.76557462665087,False
339,579,Neto,13.1,49.0,12.9,25.3,65,Successful,54,107.27818976847065,108.1041164803635,False
340,580,Eric García,13.1,23.6,15.6,2.6,65,Successful,54,108.15068192110488,110.89688904563555,False
341,581,Sergiño Dest,17.8,2.0,37.0,4.4,65,Successful,54,109.03595737186885,90.31256833907449,False
342,582,Sergiño Dest,32.8,11.9,40.1,28.9,65,Successful,54,91.61577375103046,80.66734159497263,False
343,583,Memphis Depay,44.9,8.8,46.7,9.7,65,Unsuccessful,54,81.32312094355454,79.31569832006775,False
344,585,Memphis Depay,36.6,1.7,40.5,1.6,65,Successful,55,91.77390696706772,88.28822118493497,False
345,588,Neto,4.7,49.9,9.5,86.9,65,Successful,55,115.72424119431503,120.04107630307219,False
346,589,Jordi Alba,9.5,87.4,5.2,66.9,65,Successful,55,120.23730702240465,117.90949919323718,False
347,590,Gerard Piqué,3.9,59.4,3.6,24.1,65,Successful,55,117.70968524297395,117.48093462345284,False
348,591,Eric García,7.0,16.5,63.4,9.5,65,Unsuccessful,55,115.4177196101188,64.29471206872303,True
349,592,Sergiño Dest,67.6,0.0,59.2,4.6,65,Successful,56,65.92237859786312,70.35481504488516,False
350,593,Antoine Griezmann,59.4,4.6,58.1,5.3,65,Unsuccessful,56,70.18204898690263,70.96266624077762,False
351,613,Gerard Piqué,32.6,69.9,34.8,64.5,65,Successful,58,92.37299388890675,88.6526367346172,False
352,614,Frenkie de Jong,39.1,62.7,46.0,40.7,65,Successful,58,84.02440121774151,74.00331073675015,False
353,616,Antoine Griezmann,44.4,26.7,48.1,44.6,65,Successful,58,76.76099269811458,72.04699854955791,False
354,617,Frenkie de Jong,47.5,44.6,53.1,65.8,65,Successful,58,72.64578446131613,71.70251041630272,False
355,618,Pedri,54.4,67.5,64.0,87.5,65,Successful,58,71.13093560470016,73.43194127898295,False
356,619,Martin Braithwaite,77.8,72.3,75.4,69.1,65,Successful,58,53.14254416190478,53.25382615362017,False
357,620,Pedri,75.5,69.3,78.6,84.1,65,Successful,58,53.27982732704752,60.48776735836759,False
358,621,Jordi Alba,78.6,84.2,85.1,91.7,65,Successful,58,60.56071333793882,62.37707912366529,False
359,622,Memphis Depay,83.6,89.7,91.0,75.9,65,Successful,58,61.603977144337044,46.149864571848966,True
360,623,Jordi Alba,97.3,71.8,97.5,54.0,65,Unsuccessful,58,39.07083311115851,26.5,True
361,628,Pedri,51.9,21.6,44.6,9.8,65,Successful,60,70.54197332085346,81.22314940951256,False
362,629,Frenkie de Jong,44.3,9.7,34.9,27.3,65,Successful,60,81.53882510804286,86.04243139288893,False
363,630,Eric García,32.7,28.5,41.9,33.4,65,Successful,60,88.05418786179337,78.37837712022366,False
364,631,Sergio Busquets,41.9,33.4,11.8,47.6,65,Successful,60,78.37837712022366,108.4665847162157,False
365,632,Neto,11.6,46.4,18.1,95.6,65,Successful,60,108.58876553308818,116.0817384432194,False
366,633,Jordi Alba,18.7,96.6,29.5,84.1,65,Successful,60,116.03986383997525,100.67303511864534,False
367,634,Martin Braithwaite,27.9,83.3,31.2,70.9,65,Successful,60,101.77082096554001,94.02260366528891,False
368,635,Pedri,37.4,86.5,29.1,88.0,65,Successful,60,94.7892926442644,102.79499015029867,False
369,636,Jordi Alba,29.7,88.4,22.9,71.1,65,Successful,60,102.45316002935195,101.95891329354191,False
370,637,Gerard Piqué,21.2,68.1,21.5,34.2,65,Successful,60,102.71830411372649,98.67061365979234,False
371,638,Eric García,22.0,25.2,3.4,47.0,65,Successful,60,99.11125062272194,116.80993108464708,False
372,639,Neto,3.4,47.0,10.6,76.1,65,Successful,60,116.80993108464708,115.20230032425567,False
373,640,Gerard Piqué,14.1,87.8,16.0,97.7,65,Successful,60,116.18799421627004,118.93397327929476,False
374,641,Jordi Alba,16.4,98.0,41.0,94.4,65,Successful,60,118.73061947113726,95.91850707762293,False
375,642,Martin Braithwaite,41.0,94.4,39.0,90.0,65,Successful,60,95.91850707762293,95.1892851112981,False
376,643,Jordi Alba,41.5,90.3,33.6,40.7,65,Successful,61,93.23271957848274,86.40283560161669,False
377,644,Sergio Busquets,33.6,40.7,37.5,16.7,65,Successful,61,86.40283560161669,85.72712522883292,False
378,645,Eric García,37.5,16.8,46.7,26.5,65,Successful,61,85.7,74.53281156645038,False
379,646,Antoine Griezmann,49.2,28.0,43.8,25.9,65,Successful,61,71.80974864181046,77.49354811853695,False
380,647,Sergio Busquets,44.9,28.5,45.8,66.3,65,Successful,61,75.97539075253249,78.72312239742527,False
381,648,Gerard Piqué,45.8,66.3,54.6,67.6,65,Successful,61,78.72312239742527,70.98535060137408,False
382,649,Memphis Depay,54.6,67.6,55.0,49.7,65,Successful,61,70.98535060137408,65.71978393147683,False
383,650,Frenkie de Jong,55.1,49.6,48.2,26.1,65,Successful,61,65.60617349000017,73.13309784222189,False
384,651,Sergio Busquets,59.0,20.0,65.7,0.0,65,Unsuccessful,62,64.19501538281614,67.44249402268572,False
385,654,Eric García,31.9,9.4,4.8,44.3,65,Successful,62,93.26290795380551,115.2802238026974,False
386,655,Neto,8.0,47.5,10.6,24.3,65,Successful,62,112.25083518620251,110.52081251963361,False
387,656,Eric García,20.3,19.2,41.1,25.2,65,Successful,62,101.8466003359955,80.27608610289867,False
388,657,Antoine Griezmann,40.5,26.5,37.4,52.1,65,Successful,62,80.63808033429368,83.4815548489605,False
389,658,Pedri,53.8,78.5,53.1,95.9,65,Successful,62,76.58126402717573,87.18038770273967,False
390,659,Jordi Alba,53.1,95.9,51.3,82.9,65,Successful,62,87.18038770273967,80.99444425391165,False
391,660,Pedri,51.4,82.9,41.8,77.0,65,Successful,62,80.90964095829372,86.51150212543995,False
392,661,Gerard Piqué,44.2,65.8,50.9,5.0,65,Successful,62,80.07046896328258,77.45844046971253,False
393,663,Sergiño Dest,34.3,0.0,30.2,24.3,65,Successful,63,94.57531390378782,91.16210835648766,False
394,664,Eric García,30.2,24.7,36.8,70.3,65,Successful,63,91.0940722550046,88.54563795015541,False
395,665,Gerard Piqué,37.0,69.7,39.2,44.3,65,Successful,63,88.15378607864781,80.91433741927322,False
396,666,Frenkie de Jong,48.1,54.8,53.6,67.9,65,Successful,63,73.40742469260178,72.0233989756107,False
397,667,Pedri,52.1,67.9,45.3,47.2,65,Successful,63,73.40858260448843,75.04618577915869,False
398,668,Sergio Busquets,46.2,44.3,67.0,4.4,65,Successful,63,73.92516486285302,63.84637812750227,False
399,669,Sergiño Dest,68.1,3.5,65.9,26.4,65,Successful,63,63.44966508973866,55.783241210958685,False
400,670,Frenkie de Jong,65.8,27.1,71.6,45.7,65,Successful,63,55.71400183077859,48.73448471052095,False
401,671,Pedri,73.6,53.4,86.9,76.9,65,Successful,63,48.29616962037466,49.570354043520815,False
402,672,Jordi Alba,87.1,77.2,84.7,55.1,65,Successful,63,49.661353183335635,38.394009949469975,False
403,673,Antoine Griezmann,82.0,65.4,79.2,73.0,65,Successful,63,45.70732982793898,52.47513696980695,False
404,674,Pedri,80.1,76.9,98.6,77.6,65,Unsuccessful,63,54.34721704006564,43.2633794334192,False
405,675,Memphis Depay,99.5,99.5,96.1,55.5,65,Unsuccessful,64,62.932503525602726,28.48613697923957,True
406,676,Sergiño Dest,68.2,29.8,61.6,36.4,65,Successful,64,52.79469670336216,58.51085369399424,False
407,677,Frenkie de Jong,57.8,48.2,62.5,75.6,65,Successful,64,62.73818613890587,67.6284703360944,False
408,678,Jordi Alba,62.4,76.4,79.3,98.3,65,Successful,64,68.1375080260498,71.10119548924617,False
409,679,Memphis Depay,78.2,63.6,85.7,51.8,65,Unsuccessful,64,48.00208328812407,36.27299270807414,False
410,680,Sergio Busquets,40.2,79.3,39.2,85.1,65,Successful,64,88.95240300295434,92.5345881278995,False
411,685,Neto,3.9,44.5,10.3,65.8,65,Successful,65,116.18717657297641,112.6930787581917,False
412,686,Gerard Piqué,10.2,63.9,8.4,24.0,65,Successful,66,112.37103719375379,112.74111938418919,False
413,687,Eric García,10.4,18.2,46.4,32.2,65,Unsuccessful,66,111.74703575486912,74.01216116287917,True
414,691,Sergio Busquets,44.4,22.1,34.6,40.4,65,Successful,66,77.69021817449092,85.40093676301215,False
415,692,Eric García,31.2,44.9,35.0,59.0,65,Successful,66,88.93508868832369,87.0976463516667,False
416,693,Gerard Piqué,35.4,58.8,38.1,28.3,65,Successful,66,86.66371789855313,82.73149339882606,False
417,694,Sergio Busquets,45.4,20.3,41.0,40.7,65,Successful,66,77.15730684776393,79.00310120495271,False
418,695,Eric García,41.9,42.4,47.1,56.3,65,Successful,66,78.13686709870059,74.70006693437429,False
419,696,Frenkie de Jong,47.2,56.4,59.9,59.9,65,Successful,66,74.62439279484958,63.308925121186505,False
420,697,Martin Braithwaite,55.1,44.9,55.2,23.7,65,Successful,66,65.08471402718153,66.81863512524032,False
421,698,Sergio Busquets,57.0,20.7,70.3,2.0,65,Successful,67,65.88998406434774,62.5626885611544,False
422,699,Sergiño Dest,71.2,2.2,60.7,11.1,65,Successful,67,61.72746552386546,65.96741619921156,False
423,700,Sergio Busquets,60.4,14.1,53.6,40.9,65,Successful,67,64.98438273923975,66.40609911747566,False
424,701,Eric García,53.7,41.0,56.1,63.6,65,Successful,67,66.30754104926528,68.11879329524268,False
425,702,Gerard Piqué,65.4,66.9,77.8,98.3,65,Successful,67,60.8668218325879,71.97034111354482,False
426,703,Jordi Alba,77.8,98.3,81.1,97.8,65,Successful,67,71.97034111354482,69.67101262361557,False
427,706,Neto,12.7,83.3,20.8,85.7,65,Successful,67,115.70730314029447,109.2205566731831,False
428,707,Gerard Piqué,22.0,84.1,27.2,38.3,65,Successful,67,107.46538977736041,92.81556981455212,False
429,708,Eric García,41.6,30.6,48.4,29.8,65,Successful,67,78.96150961069577,72.32288711051295,False
430,709,Antoine Griezmann,48.4,29.8,37.6,63.0,65,Successful,67,72.32288711051295,85.54975160688663,False
431,710,Gerard Piqué,36.9,56.3,40.1,33.3,65,Successful,67,84.68352850466258,80.18042155040095,False
432,711,Eric García,48.0,29.1,57.8,37.1,65,Successful,67,72.82039549466894,62.26756780218736,False
433,712,Frenkie de Jong,59.1,37.1,51.8,32.8,65,Successful,67,60.96900852072305,68.57900553376376,False
434,713,Eric García,52.7,34.6,47.3,60.2,65,Successful,67,67.51629432959128,75.454158268448,False
435,714,Gerard Piqué,48.7,58.2,52.6,33.0,65,Successful,68,73.58620794687003,67.76252651724256,False
436,715,Eric García,65.1,34.0,67.9,90.5,65,Successful,68,55.22689562160814,72.55797681854146,False
437,716,Jordi Alba,67.7,92.0,68.1,86.5,65,Successful,68,73.75154235675346,69.68400103323575,False
438,717,Pedri,60.9,80.3,56.1,38.6,65,Successful,68,71.53251009156605,63.915334623234195,False
439,718,Eric García,64.8,38.2,68.9,24.3,65,Successful,68,55.22934002864782,53.45745972266171,False
440,719,Antoine Griezmann,67.9,30.3,60.7,59.4,65,Successful,68,52.99528280894442,62.392707907254675,False
441,720,Gerard Piqué,60.7,59.4,64.0,74.4,65,Successful,68,62.392707907254675,65.7218380753308,False
442,721,Pedri,64.0,75.4,79.3,98.1,65,Successful,68,66.25073584497005,70.93729625521401,False
443,722,Jordi Alba,79.7,97.2,75.9,91.5,65,Successful,68,69.97092253214903,67.80162239946769,False
444,723,Pedri,74.5,87.7,79.9,85.1,65,Successful,68,65.92070994763331,60.34915078110047,False
445,724,Martin Braithwaite,78.7,86.5,72.6,87.7,65,Successful,68,62.192764852513186,67.2461894831224,False
446,725,Pedri,69.7,87.1,61.6,40.1,65,Successful,68,68.90936075744716,58.4000856163756,False
447,726,Eric García,66.4,36.9,77.2,39.8,65,Successful,68,53.68957068183727,42.80046728716872,False
448,727,Antoine Griezmann,77.2,39.8,68.6,43.3,65,Successful,68,42.80046728716872,51.505824913304714,False
